model,ram_gb,storage_gb,color,battery_health_pct,price_egp,warranty
iPhone 6,1,64,Space Gray,90,3100,Unknown
iPhone Air,12,512,Space Black,93,61200,No
iPhone 13 Pro Max,6,256,Graphite,79,37800,No
iPhone 5,1,64,White,86,1500,Unknown
iPhone 11 Pro,4,256,Gold,100,20800,Yes
iPhone 13 mini,4,128,Red,86,16200,Yes
iPhone 12 mini,4,256,White,90,20200,Yes
iPhone XR,3,64,White,83,7200,Yes
iPhone 14 Pro,6,128,Space Black,86,31700,No
iPhone 12,4,128,White,91,16800,No
iPhone XR,3,64,Coral,91,8800,No
iPhone 11 Pro,4,256,Gold,80,13400,No
iPhone 14,6,128,Blue,76,19100,No
iPhone 13,4,128,Blue,78,16300,No
iPhone 12 mini,4,256,White,96,17300,No
iPhone 5c,1,8,White,86,4400,No
iPhone 16,8,128,Black,90,43200,No
iPhone 13,4,512,Midnight,79,28700,Unknown
iPhone 16 Plus,8,128,Pink,94,49400,Yes
iPhone 13,4,128,Blue,88,17100,Unknown
iPhone XR,3,64,White,86,5000,No
iPhone 13 Pro Max,6,128,Graphite,70,27300,No
iPhone 13 Pro Max,6,128,Gold,80,34100,No
iPhone 5s,1,32,Silver,73,1500,Unknown
iPhone 5s,1,64,Gold,100,4600,No
iPhone 6,1,32,Gold,72,1500,Unknown
iPhone X,3,256,Silver,79,8000,No
iPhone 7 Plus,3,32,Gold,70,5400,Yes
iPhone 12,4,64,White,86,11700,Yes
iPhone 16 Pro,8,512,Desert Titanium,74,59500,No
iPhone 16 Pro Max,8,256,Natural Titanium,72,60100,No
iPhone 11,4,64,Red,89,9700,Yes
iPhone Air,12,1024,Light Gold,74,62600,Yes
iPhone 12 Pro Max,6,128,Silver,85,23200,Unknown
iPhone XS Max,4,256,Silver,90,13000,No
iPhone 13 mini,4,128,Red,87,20000,No
iPhone 8 Plus,3,128,Silver,87,8300,Yes
iPhone XS,4,64,Silver,74,4000,No
iPhone 17,8,512,Black,71,62100,No
iPhone 13 mini,4,512,Red,100,28700,No
iPhone 7,2,128,Black,87,4900,Unknown
iPhone 16 Pro,8,256,Desert Titanium,70,50000,No
iPhone 13 Pro,6,256,Sierra Blue,91,29400,Yes
iPhone 13 mini,4,512,Green,85,25700,No
iPhone 12,4,128,White,97,15600,Unknown
iPhone 13,4,128,Starlight,88,24900,Unknown
iPhone XS,4,64,Silver,72,2800,Unknown
iPhone 17e,8,256,White,93,47100,Unknown
iPhone 13,4,128,Midnight,88,26100,No
iPhone 6s,2,32,Rose Gold,81,1500,Unknown
iPhone 16 Pro,8,1024,Black Titanium,76,66800,No
iPhone 14,6,128,Red,80,31700,Unknown
iPhone 8,2,128,Red,71,2100,No
iPhone 15 Pro,8,1024,White Titanium,100,57800,Yes
iPhone 8 Plus,3,128,Gold,84,7400,No
iPhone 17e,8,512,Black,83,49100,No
iPhone 13 Pro Max,6,128,Graphite,72,28300,Unknown
iPhone Air,12,1024,Cloud White,70,59900,No
iPhone 16e,8,256,Black,73,35700,No
iPhone 11 Pro,4,64,Silver,96,13600,Yes
iPhone XR,3,64,Yellow,83,9700,Yes
iPhone 5,1,16,Black,84,5200,Yes
iPhone 17e,8,256,White,88,45900,No
iPhone 6s Plus,2,64,Space Gray,100,5100,Yes
iPhone 8 Plus,3,256,Space Gray,84,8200,No
iPhone 5s,1,64,Gold,77,1500,Unknown
iPhone 11,4,256,Black,83,17300,No
iPhone 15 Pro Max,8,512,Blue Titanium,87,59100,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,74,82100,No
iPhone 12 Pro Max,6,512,Graphite,83,35400,No
iPhone 14 Plus,6,256,Blue,70,30600,Yes
iPhone 11 Pro Max,4,64,Midnight Green,82,12200,No
iPhone 17 Pro Max,12,2048,Deep Blue,86,103400,Unknown
iPhone 6,1,32,Silver,95,6600,No
iPhone 16 Plus,8,128,Pink,83,50000,Yes
iPhone X,3,64,Space Gray,77,4200,Unknown
iPhone 15 Pro,8,256,Blue Titanium,87,52800,Yes
iPhone 6,1,64,Gold,80,1500,No
iPhone 13 mini,4,256,Blue,83,20500,No
iPhone 17e,8,256,Black,83,41700,No
iPhone 6s,2,32,Silver,97,4400,No
iPhone 15,6,512,Pink,100,43300,Unknown
iPhone XS,4,256,Gold,87,13500,Yes
iPhone 5c,1,16,Green,86,3300,Unknown
iPhone XS,4,64,Space Gray,85,5700,No
iPhone 14 Pro Max,6,1024,Gold,88,53500,Yes
iPhone 11,4,64,Purple,72,6800,No
iPhone Air,12,1024,Sky Blue,98,64900,No
iPhone Air,12,1024,Light Gold,75,62900,Unknown
iPhone 17e,8,256,White,95,48900,Yes
iPhone XS Max,4,64,Silver,90,9900,No
iPhone 12 Pro,6,128,Silver,100,21900,Unknown
iPhone 14 Pro Max,6,1024,Gold,83,51900,No
iPhone 11,4,256,Black,90,17000,Yes
iPhone 6s,2,64,Rose Gold,92,4100,No
iPhone 16,8,128,Black,95,45600,No
iPhone 16 Pro Max,8,512,Natural Titanium,83,63100,Unknown
iPhone 14 Pro,6,128,Gold,70,25100,Yes
iPhone X,3,256,Black,80,6300,No
iPhone 12,4,64,Black,80,8700,No
iPhone 12 mini,4,64,Blue,88,9000,No
iPhone 13 Pro Max,6,256,Graphite,81,36500,No
iPhone 6 Plus,1,128,Silver,94,3900,Unknown
iPhone XR,3,64,Yellow,84,10300,Yes
iPhone 6s,2,16,Silver,94,5800,No
iPhone 17 Pro Max,12,1024,Silver,96,96700,Unknown
iPhone 6s,2,16,Silver,84,5100,Yes
iPhone SE (2nd gen),3,256,White,86,12200,Unknown
iPhone X,3,64,Silver,91,8900,Unknown
iPhone 6,1,64,Gold,79,1700,Yes
iPhone 15 Pro Max,8,256,Blue Titanium,91,53900,Unknown
iPhone XS,4,256,Gold,73,13500,No
iPhone 17e,8,256,White,75,46300,Yes
iPhone Air,12,1024,Light Gold,76,72900,No
iPhone 6,1,64,Space Gray,90,2700,No
iPhone 16 Pro Max,8,1024,White Titanium,94,76900,No
iPhone 14 Pro,6,256,Silver,84,38000,Unknown
iPhone 6 Plus,1,128,Silver,79,2000,No
iPhone 16,8,256,Pink,85,44800,Yes
iPhone SE (2nd gen),3,128,Black,88,7900,No
iPhone 6 Plus,1,128,Silver,87,4900,Yes
iPhone 17,8,256,Sage,100,60500,No
iPhone 13,4,128,Pink,79,15200,No
iPhone 15,6,128,Yellow,85,33000,Unknown
iPhone 11 Pro,4,512,Midnight Green,80,26300,Yes
iPhone X,3,64,Silver,85,9800,No
iPhone 5,1,64,White,89,2900,Yes
iPhone 8,2,128,Red,77,2400,Yes
iPhone 17 Pro Max,12,256,Cosmic Orange,84,78000,No
iPhone 11 Pro,4,64,Silver,91,12800,Yes
iPhone 6s,2,32,Silver,97,5500,No
iPhone 12 Pro Max,6,512,Gold,92,32800,No
iPhone 14 Pro Max,6,512,Space Black,76,48200,Yes
iPhone SE (2nd gen),3,128,White,96,10100,Unknown
iPhone 14,6,128,Blue,89,28800,No
iPhone 8,2,128,Red,90,8100,No
iPhone 7 Plus,3,256,Gold,75,7500,No
iPhone 17 Pro Max,12,2048,Cosmic Orange,86,95100,No
iPhone 14 Pro,6,512,Silver,87,43200,Yes
iPhone 14 Pro Max,6,1024,Silver,100,53700,No
iPhone 7 Plus,3,256,Gold,71,4900,No
iPhone 14 Pro,6,256,Silver,88,37600,No
iPhone 17 Pro Max,12,512,Cosmic Orange,87,81900,No
iPhone 6s,2,128,Gold,89,4000,No
iPhone 15 Plus,6,256,Blue,85,42200,Yes
iPhone 12 Pro,6,128,Silver,100,23500,No
iPhone 17 Pro,12,256,Deep Blue,94,69600,Yes
iPhone 14 Pro,6,128,Gold,100,34500,No
iPhone 15 Pro,8,256,Blue Titanium,90,52700,No
iPhone X,3,64,Silver,84,7800,No
iPhone 14 Pro Max,6,128,Deep Purple,91,39900,No
iPhone 7,2,128,Jet Black,73,3900,No
iPhone 13 mini,4,256,Red,100,22400,No
iPhone 17 Pro Max,12,512,Deep Blue,85,82700,No
iPhone 6 Plus,1,128,Silver,91,3900,Unknown
iPhone 12 Pro,6,128,Silver,91,20300,No
iPhone 6s Plus,2,16,Rose Gold,86,6200,No
iPhone 6s Plus,2,16,Rose Gold,95,7200,Unknown
iPhone 7,2,32,Black,85,2000,Unknown
iPhone 11,4,64,Purple,78,6000,No
iPhone 16e,8,256,Black,84,40100,No
iPhone 14 Pro Max,6,256,Deep Purple,87,41600,No
iPhone 13 mini,4,128,Green,83,18800,Yes
iPhone 11 Pro Max,4,256,Space Gray,97,22900,Yes
iPhone XS Max,4,64,Space Gray,92,12500,No
iPhone 7,2,256,Red,92,7300,No
iPhone 13 Pro Max,6,256,Graphite,84,37000,No
iPhone 17 Pro,12,1024,Cosmic Orange,78,74300,No
iPhone 8,2,256,Space Gray,92,9800,No
iPhone 6s Plus,2,64,Space Gray,80,1500,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,89,81600,No
iPhone 11,4,128,Black,88,15200,Yes
iPhone 16,8,256,Pink,100,46500,No
iPhone 17e,8,256,Black,84,51200,Unknown
iPhone 15 Plus,6,256,Green,87,45800,No
iPhone 11 Pro Max,4,256,Gold,80,19100,Unknown
iPhone 14 Pro,6,512,Silver,86,42900,Yes
iPhone 6s,2,128,Gold,94,4600,No
iPhone 13 Pro Max,6,256,Graphite,87,36300,Yes
iPhone 15 Pro,8,256,White Titanium,70,44500,No
iPhone X,3,256,Black,83,6900,Unknown
iPhone 12 Pro Max,6,512,Gold,83,28600,No
iPhone 16e,8,256,Black,92,41100,Unknown
iPhone XS Max,4,64,Silver,76,7400,Yes
iPhone 12 Pro Max,6,512,Graphite,80,35000,No
iPhone 11 Pro,4,512,Midnight Green,94,28000,Unknown
iPhone 17,8,256,Lavender,83,57400,No
iPhone SE (2nd gen),3,256,White,91,12300,No
iPhone 14,6,256,Midnight,77,26400,Unknown
iPhone 15,6,128,Black,100,32600,Unknown
iPhone Air,12,1024,Light Gold,70,60500,No
iPhone X,3,64,Silver,79,5900,Yes
iPhone 6 Plus,1,128,Silver,92,4200,Yes
iPhone 12 mini,4,256,Red,94,16900,No
iPhone 6s,2,32,Silver,86,2300,No
iPhone 16e,8,256,Black,88,41300,Yes
iPhone 12 Pro,6,128,Silver,100,22500,No
iPhone X,3,256,Black,80,7800,No
iPhone XR,3,128,Black,75,6600,No
iPhone 7 Plus,3,128,Silver,79,1500,No
iPhone XS,4,64,Silver,86,2600,No
iPhone XS,4,64,Silver,88,7500,Yes
iPhone 13 Pro Max,6,128,Graphite,73,31900,No
iPhone 13 Pro Max,6,128,Alpine Green,88,33200,No
iPhone 6,1,64,Gold,84,2000,No
iPhone 11,4,128,White,90,13900,Unknown
iPhone SE (2nd gen),3,128,White,92,7800,No
iPhone Air,12,256,Light Gold,81,51500,No
iPhone 14 Pro,6,256,Deep Purple,75,39100,Yes
iPhone 17e,8,256,Black,82,41300,Yes
iPhone 15 Pro,8,128,Black Titanium,76,39900,Unknown
iPhone 8,2,256,Space Gray,86,13800,No
iPhone 5,1,16,Black,87,3600,No
iPhone 11,4,256,Black,78,12700,No
iPhone 16,8,256,Pink,95,45400,Unknown
iPhone 15 Pro Max,8,512,White Titanium,76,52600,No
iPhone XS Max,4,64,Silver,100,9500,No
iPhone 5s,1,64,Gold,90,4000,Yes
iPhone 17,8,256,Lavender,79,57100,No
iPhone 17e,8,256,White,81,46200,No
iPhone 7 Plus,3,256,Red,80,6100,No
iPhone 6s,2,16,Silver,97,8900,Yes
iPhone 15 Plus,6,256,Pink,79,43600,No
iPhone SE (2nd gen),3,256,White,85,14300,No
iPhone 15 Plus,6,128,Green,88,39400,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,70,74000,No
iPhone 13 mini,4,256,Red,95,26300,No
iPhone 13 Pro,6,512,Sierra Blue,84,30600,No
iPhone 14,6,128,Blue,100,29600,Unknown
iPhone 16 Plus,8,512,Ultramarine,92,58200,Yes
iPhone 8 Plus,3,128,Gold,81,7200,No
iPhone Air,12,1024,Cloud White,74,65700,Yes
iPhone 11 Pro Max,4,256,Space Gray,100,25000,Yes
iPhone 6,1,64,Gold,78,1500,Yes
iPhone 14,6,512,Starlight,98,38000,No
iPhone 14 Pro Max,6,128,Deep Purple,87,41500,Yes
iPhone 7 Plus,3,128,Black,100,10500,Yes
iPhone 17,8,256,White,70,55300,Yes
iPhone 11,4,128,White,97,15000,No
iPhone 14 Pro,6,256,Space Black,85,39200,Unknown
iPhone 15,6,128,Blue,100,27200,No
iPhone XS Max,4,256,Space Gray,70,14000,No
iPhone 15 Plus,6,256,Green,89,48900,Unknown
iPhone 13,4,128,Starlight,84,18300,Unknown
iPhone 6s Plus,2,64,Rose Gold,87,3100,No
iPhone 17 Pro Max,12,512,Cosmic Orange,96,80000,Unknown
iPhone 14 Pro Max,6,256,Deep Purple,74,36700,Unknown
iPhone X,3,64,Space Gray,71,3200,No
iPhone 13 Pro,6,1024,Graphite,90,46800,No
iPhone 12 Pro Max,6,512,Gold,81,31400,No
iPhone 16 Plus,8,512,Ultramarine,95,57100,Yes
iPhone 5,1,32,Black,74,1500,Unknown
iPhone 12 Pro,6,256,Silver,99,26700,Unknown
iPhone 12 mini,4,128,Purple,80,10900,No
iPhone 12,4,128,Blue,96,17700,Yes
iPhone 6s,2,16,Rose Gold,90,5300,No
iPhone 6,1,32,Gold,71,1500,No
iPhone 17e,8,256,Black,74,39700,No
iPhone 8 Plus,3,128,Gold,86,7900,Yes
iPhone 17e,8,256,White,91,49800,No
iPhone 12 Pro,6,128,Graphite,92,19100,No
iPhone Air,12,1024,Light Gold,96,72900,Yes
iPhone 12,4,128,Blue,84,11900,Yes
iPhone 6 Plus,1,128,Silver,82,5800,Yes
iPhone 16,8,256,White,89,48200,No
iPhone Air,12,512,Space Black,88,56300,No
iPhone 13 Pro Max,6,128,Graphite,93,34700,Unknown
iPhone 14 Plus,6,512,Midnight,81,39000,No
iPhone 16 Pro,8,512,Desert Titanium,82,60000,Yes
iPhone 11 Pro Max,4,256,Gold,100,24100,Yes
iPhone 13 mini,4,512,Green,77,27700,No
iPhone XR,3,64,Coral,97,6900,No
iPhone 13 Pro,6,1024,Graphite,80,46300,No
iPhone 11 Pro,4,256,Gold,79,15500,Unknown
iPhone 17e,8,256,Black,81,39500,No
iPhone 16,8,256,Pink,84,44200,No
iPhone 11,4,64,Red,90,8000,Unknown
iPhone 13 Pro Max,6,256,Graphite,78,36400,Unknown
iPhone 15 Pro Max,8,256,Blue Titanium,98,56500,No
iPhone 17 Pro,12,256,Deep Blue,76,65200,No
iPhone 6 Plus,1,128,Silver,92,4600,No
iPhone X,3,256,Black,85,6700,Unknown
iPhone 13,4,128,Pink,77,15200,No
iPhone 14,6,128,Blue,100,32400,No
iPhone 13 Pro Max,6,256,Graphite,81,35700,Yes
iPhone 16 Pro,8,256,Desert Titanium,81,51900,No
iPhone 14 Pro Max,6,1024,Deep Purple,72,58100,Unknown
iPhone Air,12,512,Cloud White,92,61300,No
iPhone 5s,1,16,Gold,95,6700,Yes
iPhone 6s,2,16,Silver,93,7800,No
iPhone 5c,1,8,Green,88,3000,No
iPhone 6 Plus,1,16,Gold,79,1500,No
iPhone 5s,1,64,Gold,83,1500,No
iPhone 7,2,128,Black,87,3800,No
iPhone 6 Plus,1,128,Silver,90,4600,Yes
iPhone 6 Plus,1,128,Space Gray,74,2300,Yes
iPhone 13 Pro,6,256,Sierra Blue,87,28700,Unknown
iPhone 16,8,128,White,86,41300,No
iPhone 6s Plus,2,64,Rose Gold,83,3300,Unknown
iPhone 8,2,128,Red,91,7000,Unknown
iPhone 15 Pro,8,128,Black Titanium,73,37600,No
iPhone 17 Pro,12,1024,Cosmic Orange,81,84100,No
iPhone 15 Pro,8,128,Blue Titanium,95,48700,No
iPhone 5,1,64,White,89,2700,Yes
iPhone 7,2,256,Silver,81,10800,No
iPhone 14 Pro,6,128,Space Black,76,33300,No
iPhone 13 Pro Max,6,256,Alpine Green,84,37000,No
iPhone 13 Pro Max,6,128,Gold,84,34400,No
iPhone 17,8,256,Sage,93,58100,No
iPhone 11 Pro Max,4,256,Gold,83,18800,Yes
iPhone 7 Plus,3,32,Red,84,7700,Yes
iPhone XS,4,256,Gold,70,13100,Unknown
iPhone XS,4,64,Space Gray,86,6200,No
iPhone 5s,1,16,Space Gray,74,1500,Unknown
iPhone 5c,1,16,Blue,83,2200,No
iPhone 16e,8,128,Black,83,35000,Unknown
iPhone 17e,8,256,Black,77,39500,No
iPhone XS,4,256,Silver,76,11300,No
iPhone 6,1,32,Gold,91,3400,No
iPhone 8 Plus,3,64,Gold,82,4200,No
iPhone 11 Pro Max,4,256,Midnight Green,85,23600,No
iPhone XR,3,64,Coral,94,9100,No
iPhone 6 Plus,1,128,Space Gray,73,1500,Yes
iPhone 13 mini,4,256,Pink,93,21000,No
iPhone 11 Pro,4,256,Gold,73,12500,No
iPhone 14 Pro Max,6,256,Deep Purple,70,35800,No
iPhone 17e,8,512,White,82,48700,Yes
iPhone 7 Plus,3,32,Rose Gold,89,9700,Yes
iPhone 14 Pro Max,6,128,Space Black,80,36500,No
iPhone 6s Plus,2,64,Space Gray,70,1500,No
iPhone 11 Pro Max,4,64,Midnight Green,88,13400,No
iPhone 11 Pro,4,256,Gold,83,15200,No
iPhone 6s Plus,2,16,Silver,94,9000,Unknown
iPhone 14 Pro Max,6,512,Space Black,92,48500,Yes
iPhone 13,4,128,Blue,82,15900,No
iPhone 15 Plus,6,128,Green,80,35600,Unknown
iPhone 17,8,256,Lavender,73,56100,Yes
iPhone SE (2nd gen),3,256,Black,99,14600,No
iPhone 16,8,256,Pink,79,45300,No
iPhone 7 Plus,3,32,Red,94,8500,No
iPhone 17,8,256,Sage,93,56300,No
iPhone 7 Plus,3,256,Red,77,7400,Yes
iPhone 12 Pro,6,128,Graphite,74,17500,No
iPhone 6s Plus,2,64,Space Gray,70,1500,No
iPhone 8,2,256,Space Gray,91,12300,Yes
iPhone 14 Pro,6,128,Gold,92,33700,No
iPhone 11 Pro Max,4,256,Space Gray,97,25600,Unknown
iPhone SE (2nd gen),3,128,Red,90,8900,No
iPhone 15 Pro Max,8,256,Blue Titanium,98,53000,No
iPhone Air,12,1024,Cloud White,84,67000,No
iPhone 12,4,128,White,94,16700,No
iPhone 15 Pro,8,256,Blue Titanium,81,52900,Yes
iPhone 15 Pro,8,1024,White Titanium,100,61900,Unknown
iPhone 6,1,64,Gold,70,1500,No
iPhone 16e,8,256,Black,93,40400,Yes
iPhone 16 Plus,8,512,Teal,75,48900,Yes
iPhone 16e,8,256,White,94,38400,No
iPhone 17 Pro,12,256,Deep Blue,87,68700,No
iPhone 17e,8,512,White,90,50700,No
iPhone 14 Plus,6,256,Midnight,84,28500,Unknown
iPhone 8 Plus,3,64,Gold,98,8700,Unknown
iPhone 14 Pro Max,6,512,Space Black,92,51100,Unknown
iPhone 16 Pro,8,512,Desert Titanium,88,62500,Unknown
iPhone 12 Pro,6,128,Silver,89,21200,Yes
iPhone 11 Pro Max,4,256,Space Gray,98,25100,No
iPhone 8,2,256,Space Gray,79,9300,Unknown
iPhone 14 Pro Max,6,256,Deep Purple,82,42700,Yes
iPhone 12,4,64,White,88,11300,No
iPhone 6 Plus,1,128,Silver,89,4500,Unknown
iPhone 15,6,128,Black,93,38900,Unknown
iPhone 12 mini,4,64,Black,84,9100,No
iPhone 5c,1,16,Yellow,71,1900,No
iPhone 12 mini,4,64,Blue,82,10800,Yes
iPhone 15 Pro,8,256,Blue Titanium,74,47600,No
iPhone 16 Pro Max,8,1024,Black Titanium,84,75400,No
iPhone 16 Plus,8,512,Ultramarine,88,57200,Yes
iPhone 12 Pro Max,6,512,Pacific Blue,99,32500,No
iPhone 13 mini,4,128,Red,89,16900,No
iPhone 7,2,256,Silver,85,10100,Unknown
iPhone 8,2,64,Space Gray,87,6700,No
iPhone 7,2,128,Black,88,4900,Yes
iPhone 12 Pro Max,6,512,Pacific Blue,96,33000,No
iPhone 16 Plus,8,512,Ultramarine,100,56900,No
iPhone 14 Pro,6,128,Gold,84,31800,Yes
iPhone 6,1,128,Space Gray,83,2600,Yes
iPhone XS Max,4,64,Space Gray,93,12500,No
iPhone 17,8,256,Sage,88,59500,Yes
iPhone 7 Plus,3,128,Silver,82,2800,Unknown
iPhone 12 Pro Max,6,256,Graphite,86,30400,No
iPhone 16e,8,256,Black,75,35800,No
iPhone 13 mini,4,512,Green,92,27600,No
iPhone 5s,1,64,Gold,86,1500,Unknown
iPhone 6 Plus,1,128,Space Gray,85,2800,No
iPhone 11 Pro,4,256,Gold,75,15100,No
iPhone 6s Plus,2,64,Space Gray,94,3800,Yes
iPhone XR,3,64,Coral,100,8500,Yes
iPhone XS,4,256,Gold,81,14100,No
iPhone 12 mini,4,64,Blue,87,11300,No
iPhone 6s,2,32,Silver,87,2600,No
iPhone 15 Pro Max,8,1024,White Titanium,91,70300,No
iPhone XR,3,64,Yellow,76,8700,No
iPhone Air,12,1024,Cloud White,76,67600,No
iPhone 11,4,128,Black,88,14000,No
iPhone 17,8,512,Black,93,65100,Yes
iPhone 13 mini,4,128,Red,86,17700,Unknown
iPhone 7,2,128,Black,89,2000,Unknown
iPhone 7 Plus,3,32,Gold,73,2800,No
iPhone Air,12,1024,Cloud White,72,60800,Yes
iPhone 14,6,128,Blue,99,29100,No
iPhone XR,3,64,Blue,74,5800,No
iPhone 15 Pro,8,256,White Titanium,85,51100,Yes
iPhone XS Max,4,64,Space Gray,93,12500,No
iPhone 6 Plus,1,128,Silver,82,1500,Unknown
iPhone 8,2,256,Space Gray,92,12000,Unknown
iPhone XS Max,4,64,Gold,74,6100,No
iPhone 14,6,512,Midnight,90,36300,No
iPhone 16,8,256,Pink,83,44100,Yes
iPhone 6 Plus,1,128,Silver,98,5500,No
iPhone 16 Pro Max,8,512,Natural Titanium,76,60800,No
iPhone 11 Pro,4,256,Gold,91,16400,No
iPhone 11 Pro,4,256,Gold,95,20100,Yes
iPhone XS Max,4,256,Silver,89,16500,No
iPhone 11,4,64,Purple,87,8300,No
iPhone 11,4,256,Black,86,14000,Unknown
iPhone XS,4,256,Gold,79,14400,No
iPhone 5s,1,64,Gold,87,2600,Unknown
iPhone 5s,1,16,Silver,94,2800,No
iPhone X,3,256,Silver,83,8300,Unknown
iPhone 15 Pro Max,8,1024,White Titanium,90,73500,Yes
iPhone X,3,64,Space Gray,81,6100,No
iPhone 14,6,512,Starlight,88,33500,No
iPhone 17,8,256,Lavender,88,56800,No
iPhone 8,2,256,Space Gray,91,9000,Unknown
iPhone 13,4,256,Midnight,86,23100,Unknown
iPhone 17 Pro,12,512,Cosmic Orange,89,76400,No
iPhone 17,8,512,Black,88,63600,Unknown
iPhone 12,4,64,Black,89,11900,No
iPhone 17 Pro Max,12,512,Cosmic Orange,92,82300,Unknown
iPhone 12 Pro,6,128,Silver,92,24900,No
iPhone 12 Pro,6,128,Pacific Blue,94,22400,Yes
iPhone 13 Pro Max,6,256,Alpine Green,88,38500,No
iPhone 11,4,128,White,87,13100,No
iPhone 14 Pro Max,6,512,Space Black,91,52000,No
iPhone 14 Plus,6,512,Blue,78,34100,No
iPhone 6s Plus,2,64,Space Gray,87,1800,No
iPhone 7 Plus,3,128,Silver,77,1500,No
iPhone XR,3,64,Yellow,85,8400,Unknown
iPhone 5,1,64,White,83,1800,Unknown
iPhone 11 Pro Max,4,256,Midnight Green,89,22700,No
iPhone 11 Pro Max,4,256,Gold,92,19100,Yes
iPhone 7,2,128,Red,76,1500,No
iPhone 6s,2,32,Rose Gold,87,2800,Unknown
iPhone 14 Pro,6,256,Deep Purple,76,39300,Unknown
iPhone 16 Plus,8,512,Ultramarine,100,58600,Unknown
iPhone 13 Pro Max,6,256,Alpine Green,88,37300,Unknown
iPhone 6s Plus,2,32,Silver,73,1500,Unknown
iPhone 16 Pro,8,256,Natural Titanium,83,54300,Unknown
iPhone 14 Pro,6,512,Deep Purple,84,40700,No
iPhone 6,1,64,Space Gray,100,5600,Yes
iPhone 5,1,16,Black,90,5300,Unknown
iPhone XS,4,256,Silver,80,9700,No
iPhone 17 Pro,12,1024,Cosmic Orange,76,76100,No
iPhone 16 Pro,8,512,Black Titanium,77,63200,No
iPhone 15 Pro,8,1024,White Titanium,93,62300,No
iPhone XS Max,4,256,Silver,90,16800,No
iPhone 14 Plus,6,512,Blue,84,41200,Unknown
iPhone 11 Pro,4,256,Gold,74,11900,No
iPhone 16 Pro Max,8,512,Natural Titanium,75,66600,No
iPhone 17 Pro Max,12,512,Cosmic Orange,89,79600,No
iPhone 12 Pro,6,128,Gold,92,18900,No
iPhone 15 Pro Max,8,256,Blue Titanium,96,57300,Yes
iPhone 6,1,64,Gold,77,1500,Unknown
iPhone 6s,2,64,Gold,99,3600,Yes
iPhone SE (2nd gen),3,128,White,84,9400,Yes
iPhone 17e,8,256,Black,75,37200,No
iPhone 12 Pro Max,6,512,Gold,85,31300,No
iPhone 15 Pro,8,128,Black Titanium,74,40700,Yes
iPhone 17 Pro,12,1024,Cosmic Orange,76,86900,Yes
iPhone 14 Pro,6,256,Deep Purple,77,37200,Unknown
iPhone 15 Plus,6,256,Blue,89,44100,Unknown
iPhone 15 Pro,8,256,White Titanium,73,44800,Unknown
iPhone 14 Plus,6,512,Blue,80,39200,No
iPhone 12 mini,4,64,Blue,88,12100,Unknown
iPhone 15,6,128,Black,89,37200,Yes
iPhone 5c,1,16,Blue,78,1500,Yes
iPhone 6s Plus,2,32,Silver,79,2100,Unknown
iPhone 16 Pro Max,8,1024,Black Titanium,89,75000,No
iPhone 7 Plus,3,256,Red,78,6300,Unknown
iPhone 8,2,256,Space Gray,91,12900,No
iPhone 7 Plus,3,256,Silver,89,15400,No
iPhone 7 Plus,3,32,Red,82,8300,Yes
iPhone 7 Plus,3,32,Gold,88,6800,Unknown
iPhone 11 Pro Max,4,64,Space Gray,86,16400,Yes
iPhone 6,1,64,Space Gray,88,6000,No
iPhone 15 Pro Max,8,1024,Black Titanium,94,69200,No
iPhone 8,2,128,Red,97,8700,No
iPhone 14,6,256,Midnight,85,26600,Yes
iPhone 12 Pro Max,6,256,Graphite,84,29900,Unknown
iPhone 11 Pro Max,4,64,Midnight Green,77,12200,Unknown
iPhone 15 Pro,8,512,Natural Titanium,90,54700,Yes
iPhone 8 Plus,3,128,Space Gray,76,7100,Yes
iPhone 17 Pro Max,12,512,Cosmic Orange,89,80800,No
iPhone SE (2nd gen),3,128,Red,85,5500,No
iPhone 16 Pro Max,8,256,Natural Titanium,70,56300,No
iPhone 15 Pro,8,128,Blue Titanium,95,45300,No
iPhone 12,4,64,Black,83,11400,Unknown
iPhone 14 Pro Max,6,1024,Silver,95,55400,Yes
iPhone 15,6,512,Black,94,49400,Unknown
iPhone SE (2nd gen),3,128,Black,82,7800,Yes
iPhone 6s Plus,2,64,Rose Gold,84,3000,No
iPhone 17 Pro Max,12,1024,Cosmic Orange,80,89800,Yes
iPhone 13 mini,4,256,Blue,70,22000,No
iPhone 8 Plus,3,128,Red,82,7100,No
iPhone X,3,64,Silver,94,7600,Unknown
iPhone 17,8,512,Sage,73,58900,Yes
iPhone SE (2nd gen),3,128,White,92,9000,No
iPhone 14 Pro Max,6,1024,Deep Purple,79,58900,Unknown
iPhone 12 mini,4,64,Blue,82,11400,No
iPhone XR,3,64,Yellow,79,8600,Unknown
iPhone 16 Plus,8,512,Ultramarine,100,59000,No
iPhone 14,6,128,Starlight,91,35400,Yes
iPhone 7 Plus,3,32,Gold,76,3000,No
iPhone 13 Pro Max,6,1024,Gold,87,48800,No
iPhone 16 Pro Max,8,1024,White Titanium,94,78100,No
iPhone 13 Pro Max,6,256,Gold,100,41000,Unknown
iPhone 7 Plus,3,256,Silver,91,13500,Unknown
